;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
694;Zenon: The Zequel;Zenon Kar is 15 and lives on a space station which the military has taken over and is dismantling. She receives a mysterious signal and must convince everyone that it's from aliens who have come to help them.;2001;G;100;['scifi', 'comedy', 'family'];['NZ', 'US'];5.7;3873.0
695;One Man Band;With one coin to make a wish at the piazza fountain, a peasant girl encounters two competing street performers who'd prefer the coin find its way into their tip jars. The little girl, Tippy, is caught in the middle as a musical duel ensues between the one-man-bands.;2005;G;4;['animation'];['US'];Unknown;Unknown
696;Mater the Greater;Mater tells Lightning McQueen about his former job as a daredevil.;2008;G;4;['animation'];['US'];Unknown;Unknown
697;Life Is Ruff;Calvin Wheeler is a scheming 13-year-old boy with everything going for him, except for an original issue of his precious comic book collection. When a prized show-dog chases him down while skateboarding one day, his owner inadvertently convinces him to adopt and train a dog of his own. However the only one available, is an uncouth stray Labrador/St. Bernard-mix named Tyko from a local animal shelter, who proves to be more than anybody can handle.;2005;PG;84;['family', 'comedy'];['US'];4.8;1367.0
698;The Little Matchgirl;An animated short based on Hans Christian Andersen's tale about a poor young girl with a burning desire to find comfort and happiness in her life. Desperate to keep warm, the girl lights the matches she sells, and envisions a very different life for herself in the fiery flames filled with images of loving relatives, bountiful food, and a place to call home.;2006;G;7;['drama'];['US'];Unknown;Unknown
699;Mater Private Eye;Detective Mater is hot on the trail of a dastardly car-napping! When Tia's sister goes missing, Mater is the only car she can turn to. With this tow truck on the case, anything can happen.;2010;G;5;['comedy'];['US'];Unknown;Unknown
700;Pixel Perfect;Samantha's band, the Zettabytes, is meeting with little success, so her friend Roscoe uses his knowledge of technology designed by his father to create a holographic lead singer, Loretta Modern. The band instantly becomes successful, but Samantha begins to feel alienated, Roscoe discovers feelings for Samantha, and Loretta struggles with individuality.;2004;Unknown;85;['scifi', 'fantasy', 'music', 'family', 'comedy'];['US'];5.6;3619.0
701;Super Rhino;"This short begins with the star canine and his owner Penny in peril from ""The Man with the Green Eye"", trapped within his fortress protected by overwhelming defenses, tied up and suspended high above a bottomless pit that's surrounded by fire. So Penny's father transforms Rhino into a super hamster to save the day.";2009;G;5;['comedy'];['US'];Unknown;Unknown
702;You Wish!;"Alex is a high school student who always feels like he is overshadowed by his little brother Stevie; he can't get the girl of his dreams; he and his two best friends, Abby and James, are outsiders at school; and he is constantly benched on his football team. Then Stevie receives a lucky coin from a strange old man, a coin which he gives to Alex, telling him to make a wish. The next day, Alex gets everything he ever wished for - Stevie is gone (in fact, he is the star of his own TV show, and his family don't even know him); Alex dates the most popular girl at school; he is one of the most popular kids himself; and he is the star of the football team. At first he enjoys his new life, only to later find out that everything that was great in his original life now is gone.";2003;Unknown;87;['comedy', 'family', 'fantasy', 'drama'];['US'];6.0;1888.0
703;Sacred Planet;"SACRED PLANET is a journey away from the hectic ""world"" we live in. Through stunning cinematography, it transports you to some of the most fascinating, exotic, and remote sites on Earth, giving you new insights into her diverse landscapes, peoples, and animals. You'll be mesmerized by the beauty of these all-but-forgotten faraway places, the majesty of the creatures who live there, and the wisdom of the elders who hold the knowledge of the past. This magical around-the-world odyssey is an awe-inspiring wonder the entire family will enjoy.";2004;G;46;['documentation'];['US'];Unknown;Unknown
704;'Twas the Night;A mischievous 14-year-old boy and his irresponsible uncle almost ruin Christmas when they decide to take Santa's new high-tech sleigh for a joyride.;2001;G;84;['family', 'comedy'];['US'];5.2;1031.0
705;Snowglobe;A young woman discovers a Christmas-themed dreamworld inside a magical snowglobe. Angela loves Christmas more than anything. However, her family does not share her love for the holiday at all. When she is about to breakdown because of her family, she receives a snowglobe in the mail. When she opens up the snowglobe, she is transported into the world inside, where Christmas is the heart and soul for everyone who lives there. She discovers she can return to her world by going down a small path in the small forest at the edge of the village, and can return whenever she winds up the snowglobe. After a long set of visits to the globe, she accidentally gets trapped inside.;2007;Unknown;120;['scifi', 'fantasy', 'romance', 'comedy', 'family'];['CA'];5.8;2487.0
706;Secrets of the King Cobra;A new scientific expedition follows the King Cobra into the wild for the first time.;2010;PG;46;['documentation'];[];Unknown;Unknown
707;Going to the Mat;Jace Newfield has a problem. Besides being blind and being the new kid at school, his problem is that the kids at his new school thinks he's a jerk. Jace has to find a way to be accepted into his new school. Joining the wrestling team just might work.;2004;Unknown;96;['drama', 'family', 'sport'];['US'];6.7;1419.0
708;Trail of the Panda;From the Disney World Cinema Collection, Trail of the Panda is a heart-warming story about enduring friendship between a boy and a panda cub.;2009;G;88;['family'];['CN'];6.3;206.0
709;Walt & El Grupo;The year was 1941, and the world was on the brink of war. In an effort to improve relations between the Americas, the Roosevelt administration called upon one of Hollywood’s most influential filmmakers to embark on a special goodwill tour. Written and directed by Theodore Thomas (“Frank and Ollie”) and produced by Kuniko Okubo, the documentary WALT & EL GRUPO chronicles the amazing ten-week trip that Walt Disney and his hand-picked group of artists and filmmaking talent (later known as “El Grupo”) took to South America at the behest of the U.S. Government as part of the Good Neighbor Policy.;2008;PG;106;['documentation', 'family'];['US', 'BR'];6.4;416.0
710;Right on Track;Based a on a true story about two sisters who came out on top of a man's sport. The story is based on Erica and Courtney Enders, two sisters who get in to junior drag racing and make it all the way to the top. The two sisters fight a battle of fellow racers who are against having girls race with them therefore it pushes them harder to compete against their competition. Erica becomes stressed when her racing life becomes mixed with her social life and academic goals, and decided to quit racing, until she realizes racing is what she truly wants to do. Finally towards the end of their teen years the Enders sisters come out on top to win the junior drag racing national title. They continue to race throughout high school and college, and still do so today.;2003;G;89;['family', 'drama'];['US'];6.1;1365.0
711;A Ring of Endless Light;When 15-year-old Vicky Austin, her sister Suzy and little brother Rob visit their grandfather on Seven Bay Island, Vicky faces several unexpected challenges. Her beloved grandfather, retired Reverend Eaton, seems to be seriously ill, but tries to pretend that nothing is wrong. Vicky met the rich but emotionally troubled Zachary Gray the previous summer, and he reappears to renew the acquaintance. Another boy, 17-year-old Adam Eddington, recruits Vicky to help him with a research project, working with a dolphin called Basil. Vicky discovers she can communicate telepathically with the dolphin and his mate - and possibly with Adam as well;2002;Unknown;88;['drama', 'romance', 'family'];['US'];5.8;1280.0
712;Buffalo Dreams;Josh Townsend finds himself living in New Mexico after his father's new job requires the family to move from their home in Utah. While acclimating to his new surroundings, Josh becomes involved with a group of teens attempting to preserve the buffalo and Navajo traditions. Along the way he makes friends and learns important lessons about life in this Disney Channel Original movie.;2005;Unknown;90;['drama', 'family'];['US'];5.5;534.0
713;Hounded;A teenager ends up being hounded by a well-groomed and seemingly cute and tiny dog that actually turns out to be a nightmare of a beast.;2001;Unknown;91;['comedy', 'drama', 'family'];['US'];4.9;1014.0
714;The Poof Point;This is a movie about two scientists who invent a time machine. A critical part falls out of the time machine before they get into it to test it. Nothing seems to happen at first, but when they wake up the next day they are regressing in age (physically and mentally).;2001;PG;79;['comedy', 'family', 'scifi'];['US'];4.4;559.0
715;Journey to Shark Eden;Far from civilization, a team of scientists, led by Dr. Enric Sala and joined by Explorer-in-Residence Mike Fay, search in a wilderness of waves for ancient secrets and living treasures. In the most comprehensive survey ever attempted, our scientists discover a hidden world found no where else on earth. Full of coral, fish, and, especially, sharks - this is a world where predators outnumber prey. What they find could change our understanding of coral reefs forever. Enric Sala and his team search for the key to save our planet's reefs... in a hidden paradise called Shark Eden.;2009;Unknown;60;['documentation'];['US'];Unknown;Unknown
716;George & A.J.;George & A.J. is a short film created by Pixar which uses characters from the film Up to tell what Nurses George and A.J. did after Carl Fredricksen left with his house tied to balloons in the feature film.;2009;G;4;['animation', 'family'];['US'];Unknown;Unknown
717;Big Sur-Wild California;National Geographic presents a comprehensive view of the spectacular California coastal area known as Big Sur—through the eyes of three intrinsically connected native creatures. Fly with the California condors and capture the panoramic view of Big Sur’s many topside layers, and dive with California’s sea otters to investigate life below the waves. Then, follow the stealthy mountain lions and see how the scavengers, the key-stone species and this top predator are all critical contributors to Big Sur’s unique habitat;2010;G;47;['documentation'];['US'];Unknown;Unknown
718;America's Heart and Soul;Filmmaker Louis Schwartzberg hits the road to capture America's people and its natural beauty. sea to shining sea, from amber waves of grain to purple mountain majesties, it's not merely the land that makes America beautiful -- it's her people. Captured with stunning cinematography, AMERICA'S HEART & SOUL takes you on a journey that weaves across this great nation, revealing a rich tapestry of ordinary people living extraordinary lives as they follow their dreams with the freedom of spirit that's uniquely American. From the Vermont dairy farmer, to the blind mountain climber, to the father and son marathon runners, their inspiring stories are as different as can be -- passionate, colorful, courageous, funny, touching.;2004;PG;84;['documentation', 'family'];['US'];5.0;681.0
719;Kingdom of the Blue Whale;Supported by the National Geographic Society, the world's eminent blue whale scientists embark on a revolutionary mission: They'll find, identify, and tag California blue whales, use the DNA samples to confirm the sex of individual whales, then rejoin the massive creatures' stunning migration when they collect at a chimera known as the Costa Rica Dome.;2009;PG;96;['documentation'];['US'];6.8;183.0
722;Pirates of the Caribbean: On Stranger Tides;Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.;2011;PG-13;137;['fantasy', 'action'];['GB', 'US'];6.6;513684.0
723;X-Men: First Class;Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.;2011;PG-13;131;['action', 'scifi'];['US'];7.7;678781.0
724;The Avengers;When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!;2012;PG-13;143;['scifi', 'action'];['US'];8.0;1353907.0
725;Thor;Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.;2011;PG-13;115;['fantasy', 'action', 'scifi'];['US'];7.0;817467.0
726;John Carter;John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.;2012;PG-13;132;['scifi', 'action', 'european'];['US'];6.6;269059.0
727;Captain America: The First Avenger;During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.;2011;PG-13;124;['scifi', 'action'];['US'];6.9;818841.0
728;Wreck-It Ralph;Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.;2012;PG;120;['comedy', 'animation', 'family', 'fantasy', 'scifi'];['US'];7.7;411592.0
729;Chasing Mavericks;Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.;2012;PG;112;['drama', 'sport'];['US'];7.1;32630.0
730;Red Tails;The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.;2012;PG-13;125;['action', 'drama', 'history', 'war'];['US'];5.9;35424.0
731;We Bought a Zoo;Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.;2011;PG;124;['drama', 'comedy', 'family'];['US'];7.1;142052.0
732;Gnomeo & Juliet;A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?;2011;G;84;['animation', 'family', 'fantasy', 'romance', 'comedy'];['US', 'GB'];5.9;54964.0
733;Brave;Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.;2012;PG;93;['comedy', 'fantasy', 'animation', 'family'];['US'];7.1;401832.0
736;The Muppets;When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.;2011;PG;103;['comedy', 'family'];['US'];7.1;91680.0
737;Winnie the Pooh;"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.";2011;G;63;['animation', 'family', 'fantasy', 'comedy', 'drama', 'european'];['US'];7.1;24456.0
739;Frankenweenie;"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.";2012;PG;87;['comedy', 'animation', 'drama', 'family', 'horror', 'scifi', 'thriller'];['US'];6.9;104697.0
742;Ice Age: Continental Drift;Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.;2012;PG;88;['comedy', 'action', 'family', 'animation', 'drama', 'fantasy'];['US'];6.5;205716.0
743;Cars 2;Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.;2011;G;106;['animation', 'fantasy', 'comedy', 'family', 'sport', 'drama', 'crime', 'scifi'];['US'];6.2;181748.0
746;Diary of a Wimpy Kid: Dog Days;It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.;2012;PG;94;['comedy', 'family'];['US'];6.3;25206.0
747;Diary of a Wimpy Kid: Rodrick Rules;Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.;2011;PG;99;['comedy', 'family', 'animation'];['US'];6.5;30577.0
750;Lemonade Mouth;The story follows five disparate high school students - Olivia, Mo, Charlie, Stella, and Wen who meet in detention. They realize they are destined to rock, and ultimately form a band that becomes a champion for students sidelined by the high school elite.;2011;G;106;['comedy', 'drama', 'music', 'family'];['US'];6.9;17454.0
752;Tangled Ever After;The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?;2012;G;6;['comedy'];['US'];Unknown;Unknown
754;Mars Needs Moms;When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.;2011;PG;88;['animation', 'action', 'family', 'scifi'];['US'];5.4;22313.0
755;Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer;Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.;2011;PG-13;4;['fantasy', 'scifi'];['US'];Unknown;Unknown
756;The Odd Life of Timothy Green;A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.;2012;PG;105;['fantasy', 'drama', 'comedy', 'family'];['US'];6.6;46739.0
757;12 Dates of Christmas;In an attempt to win back her ex-boyfriend on Christmas Eve, Kate ends up ruining her blind date with Miles, a handsome guy she's been set up with. In a strange twist of fate, Kate is given the chance to re-live Christmas Eve twelve times.;2011;PG;89;['romance', 'fantasy', 'comedy'];['US'];6.3;6712.0
759;The Legend of Mor'du;The witch from Pixar's Brave uses magical illustrations to tell the legend of a power-obsessed prince who sought a magic spell that would allow him to wrest control of a kingdom from his brothers, only to destroy that kingdom and his own fate as well.;2012;G;6;['animation'];['US'];Unknown;Unknown
762;Marvel One-Shot: The Consultant;Agent Coulson informs Agent Sitwell that the World Security Council wishes Emil Blonsky to be released from prison to join the Avengers Initiative. As Nick Fury doesn't want to release Blonsky, the two agents decide to send a patsy to sabotage the meeting...;2011;PG-13;4;['scifi'];['US'];Unknown;Unknown
765;Ice Age: A Mammoth Christmas;When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!;2011;PG;26;['animation'];['US'];Unknown;Unknown
766;Home Alone: The Holiday Heist;8-year-old Finn is terrified to learn his family is relocating from sunny California to Maine in the scariest house he has ever seen! Convinced that his new house is haunted, Finn sets up a series of elaborate traps to catch the “ghost” in action. Left home alone with his sister while their parents are stranded across town, Finn’s traps catch a new target – a group of thieves who have targeted Finn’s house.;2012;PG;87;['comedy', 'family', 'crime'];['CA', 'US'];3.5;10254.0
767;Marvel One-Shot: Item 47;Benny and Claire, a down on their luck couple find a discarded Chitauri gun, referred to as 'Item 47'...;2012;PG;12;['scifi', 'fantasy'];['US'];Unknown;Unknown
768;Prom;At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.;2011;PG;104;['comedy', 'drama', 'family', 'romance'];['US'];5.4;15260.0
770;Geek Charming;Film geek Josh is looking for the subject of his new documentary when a chance meeting puts the perfect star in his sights—Dylan, his school's most popular junior. But Dylan's hopes of using the film to become Blossom Queen don't quite match with Josh's goal to make a hard-hitting exposé about popularity. Will Josh shoot the film as planned, or show Dylan as the truly interesting person she is?;2011;PG;99;['comedy', 'drama', 'family', 'romance'];['US'];6.4;12378.0
772;The Phantom Cat;Unknown;2011;Unknown;45;['documentation'];[];Unknown;Unknown
773;Return of the Clouded Leopards;Two rare 6-week-old clouded leopard cubs are given to a filmmaker, giving him the opportunity of a lifetime to examine the secret lives of big cats.;2012;PG;45;['documentation'];[];Unknown;Unknown
774;Avalon High;"Disney Channel's production of Julie Sherman Wolfe's screenplay adaptation of the popular novel Avalon High by Meg Cabot. Elaine ""Ellie"" Harrison has just moved from Minnesota to Annapolis, Maryland while her parents take a year long sabbatical to continue their medieval studies in nearby DC. Her new high school, Avalon High, seems like a typical high school with the stereotypical students: Lance the jock, Jennifer the cheerleader, Marco, the bad boy/desperado, and Will, the senior class president, quarterback, and all around good guy. But not everyone at Avalon High is who they appear to be, not even Ellie herself. Eventually, it becomes apparent that Avalon High is a situation where the ancient Arthurian legend is repeating itself. Will, Jennifer, Lance, Marco, and Mr. Morton all correspond to King Arthur, Queen Guinevere, Knight Lancelot, Mordred, and Merlin, respectively.";2011;G;91;['fantasy', 'drama', 'family'];['US'];5.7;5885.0
775;Paperman;An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.;2012;G;7;['romance', 'thriller'];['US'];7.1;37.0
776;Beverly Hills Chihuahua 2;Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.;2011;G;85;['comedy'];['US'];Unknown;Unknown
779;Secret of the Wings;Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.;2012;G;92;['fantasy', 'family', 'animation'];['IN', 'US'];7.0;12138.0
780;Phineas and Ferb: The Movie: Across the 2nd Dimension;Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.;2011;Unknown;78;['comedy', 'family', 'scifi', 'animation', 'action'];['US'];7.4;11121.0
781;There's No Place Like Home;"On December 10, 2010, Sotheby's auctioned off what could be considered the most important historical document in sports history -- James Naismith's original rules of basketball. ""There's No Place Like Home"" is the story of one man's fanatical quest to win this seminal American artifact at auction and bring the rules ""home"" to Lawrence, Kansas, where Naismith coached and taught for over 40 years.";2012;Unknown;61;['documentation'];['US'];Unknown;Unknown
782;Small Fry;A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.;2011;G;7;['comedy'];['US'];Unknown;Unknown
783;Chimpanzee;A nature documentary centered on a family of chimps living in the Ivory Coast and Ugandan rain forests.;2012;G;75;['documentation', 'family'];['CI', 'UG', 'US'];7.1;6146.0
784;Frenemies;What happens when three sets of BFF's become enemies?;2012;G;86;['drama', 'family', 'comedy'];['US', 'CA'];5.1;4735.0
785;Wings of Life;A beautiful love story in danger. Our future depends on an amazing love story between the flowers and fauna consisting of bees, butterflies, birds and bats, which allow these species to reproduce. Delicate and graceful, the flowers are not content to be the ultimate symbol of beauty. On the contrary, their vibrant colors and their exotic flavors are so many wonders that attract pollinators and drunk with desire. All these animals are involved in a complex dance of seduction on which one third of our crops, a dance without which we could survive ... Pollen presents the unsung heroes of the global food chain. Their fantastic worlds are full of stories, drama and beauty. While a fragile and threatened, essential for the balance of the planet, it should now actively protect ...;2011;G;77;['documentation', 'family'];['FR', 'US'];7.4;610.0
786;Maggie Simpson in The Longest Daycare;In this Oscar-nominated short from The Simpsons, Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler;2012;PG;5;['drama'];['US'];Unknown;Unknown
787;Sharpay's Fabulous Adventure;After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.;2011;G;90;['music', 'family', 'horror', 'drama', 'sport'];['CA', 'US'];4.2;26.0
788;The Suite Life Movie;Cody and Zack are approached to join the Gemini Project, a high-tech research center studying the dynamics between twins. Shockingly, they find themselves interconnected in a whole new way! When one twin experiences something, the other twin feels it too. This newfound revelation helps them see eye to eye for the first time, and it puts them in more danger than they could have imagined.;2011;G;79;['family', 'action', 'comedy', 'crime', 'drama', 'scifi'];['US'];5.2;3889.0
789;Beverly Hills Chihuahua 3: Viva la Fiesta!;When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.;2012;G;89;['comedy'];['US'];Unknown;Unknown
790;Cesar Millan: The Real Story;Follow Cesar Millans rise from impoverished illegal immigrant to celebrity dog trainer to international superstar. Join Cesar as he embarks on his live world speaking tour, films his new television series in Spain and leads thousands of dogs and owners on a Pack Walk in Washington, D.C. Cesar reflects on his humble past, his family life and his ever-evolving philosophy, which inspires people to improve their relationships with their dogs while becoming the pack leader of their own lives.;2012;Unknown;45;['documentation'];['US'];6.9;66.0
791;Teen Spirit;Amber, a mean popular girl who gets electrocuted and dies, is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.;2011;PG-13;81;['fantasy', 'drama', 'comedy'];['US'];5.5;7277.0
792;Hawaiian Vacation;The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.;2011;G;6;['comedy'];['US'];Unknown;Unknown
793;Let It Shine;A young teenage rapper must use his musical talent to help his friend out and win the girl of his dreams by going through several events of betrayal, trust and agreement while his religious parents have strictly dislike his interests.;2012;G;101;['drama', 'family', 'music'];['US'];6.5;3562.0
795;Girl vs. Monster;"Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.";2012;PG;89;['comedy', 'scifi', 'action', 'family', 'fantasy'];['CA', 'US'];5.5;3074.0
796;Partysaurus Rex;When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.;2012;G;7;['fantasy', 'comedy'];['US'];Unknown;Unknown
797;La luna;A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?;2012;G;7;['animation', 'documentation'];['US'];Unknown;Unknown
798;Good Luck Charlie, It's Christmas!;Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.;2011;Unknown;85;['comedy', 'drama', 'family'];['US'];6.4;6207.0
799;Time Travel Mater;When a clock lands on Mater's engine, he travels back in time to 1909 where he meets Stanley, an ambitious young car on his way to California. With the help of Lightning McQueen, Mater alters history by convincing Stanley to stay and build Radiator Springs. Stanley meets Lizzie and they commemorate the opening of the new courthouse with their wedding.;2012;G;7;['family', 'animation'];['US'];Unknown;Unknown
800;African Cats;"African Cats captures the real-life love, humor and determination of the majestic kings of the savanna. The story features Mara, an endearing lion cub who strives to grow up with her mother’s strength, spirit and wisdom; Sita, a fearless cheetah and single mother of five mischievous newborns; and Fang, a proud leader of the pride who must defend his family from a once banished lion.";2011;G;89;['documentation', 'action'];['US'];7.5;6459.0
801;Spooky Buddies;Disney's irresistible talking puppies are back in an all-new movie that takes them far across town to a mysterious mansion where something very spooky is going on.;2011;G;88;['comedy'];['US', 'CA'];Unknown;Unknown
802;Air Mater;Mater's decision to fly lands him accidentally at a big airshow.;2011;G;5;['animation'];['US'];Unknown;Unknown
804;America's Greatest Animals;America's Greatest Animals takes us across North America on a revelatory mission: which of the continent's landmark creatures deserve to make the list?;2012;Unknown;96;['documentation'];['US'];Unknown;Unknown
