;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
2635;Motown Magic;Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush -- and the classic sounds of Motown.;2018;TV-Y;['animation', 'comedy', 'family', 'fantasy', 'music'];['US'];2.0;7.9;294.0
2637;Dave Chappelle: Equanimity & The Bird Revelation;Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love.;2017;TV-MA;['comedy'];['US'];1.0;Unknown;Unknown
2639;Samantha!;A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.;2018;TV-MA;['comedy'];['BR'];2.0;6.5;517.0
2642;Paprika;Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.;2018;TV-Y;['family', 'animation'];['US'];1.0;7.9;27.0
2648;Age of Rebellion;Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?;2018;TV-MA;['crime', 'drama', 'romance'];['TW'];1.0;8.6;49.0
2653;Falling in Love Like a Romantic Drama;Naomi Watanabe hosts a reality show in which eight young actors perform kissing scenes in a drama. Then the camera follows them to see if sparks fly!;2018;TV-14;['reality'];['JP'];3.0;Unknown;Unknown
2654;Nailed It! Holiday!;"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.";2018;TV-PG;['reality'];['US'];2.0;7.7;1098.0
2658;#ABtalks;#ABtalks is a YouTube interview show hosted by Anas Bukhash, showcasing the 'raw' side of celebrities, athletes, entrepreneurs, and influencers as human beings.;2018;TV-PG;[];[];1.0;9.6;7.0
2659;Part-Time Idol;This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.;2017;TV-14;['drama', 'family', 'music', 'comedy'];['KR'];1.0;6.7;108.0
2660;Standup and Away! with Brian Regan;Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.;2018;TV-PG;['comedy'];['US'];1.0;5.7;400.0
2662;Super Monsters;Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.;2017;TV-Y;['animation', 'comedy', 'family', 'horror'];['CA'];3.0;6.2;417.0
2668;Ari Shaffir: Double Negative;Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.;2017;Unknown;['comedy'];['US'];1.0;Unknown;Unknown
2671;Lost Song;"Rin, an energetic girl who loves to eat, lives in a verdant frontier village.

Deep within the royal palace in the bustling capital city, the songstress Finis spends her days in solitude.

Both share a special power no other person has. A miraculous power that can heal wounds, create water and stir the wind -- the power of song.  Guided by destiny, the two young women each face an arduous journey with the power of song.

The shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

Loved ones meet their deaths as silent screams echo through a stone prison.  As two destinies intersect, will the final song be one of despair, hope or...?";2018;TV-14;['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance'];['JP'];1.0;7.0;375.0
2672;Check The Store Next Door;When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.;2018;TV-14;['comedy', 'drama'];['ID'];2.0;7.7;138.0
2673;First and Last;Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.;2018;TV-MA;['documentation'];['US'];1.0;6.7;423.0
2674;Buddy Thunderstruck;Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.;2017;TV-Y7;['comedy', 'family', 'sport', 'animation', 'action'];['US'];2.0;7.7;495.0
2675;Oh My Ghost;Jiew is a modest girl who works at a restaurant washing dishes and is in love with Artit, the chef. She huddles in a cramped little room, doesn't sleep at night, and is always late for work. But she has a big secret: she sees ghosts. And Khaopun, a virgin ghost who doesn't understand why her soul can't go to heaven, doesn't leave Jiew alone. Khaopun is sure that only losing her virginity will help her to ascend to heaven, and therefore she uses Jiew's body to seduce Artit and achieve what she wants.;2018;Unknown;['drama'];['TH'];1.0;Unknown;Unknown
2677;Monkart;Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.;2017;TV-Y7;[];['KR'];1.0;Unknown;Unknown
2678;The Many Faces of Ito;A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.;2017;Unknown;['drama', 'thriller', 'romance', 'comedy'];['JP'];1.0;6.7;248.0
2679;ID-0;I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Maya Mikuri is in the middle of operating an I-Machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship.;2017;TV-14;['scifi', 'drama', 'animation', 'action'];['JP'];1.0;6.1;324.0
2682;Westside;Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.;2018;TV-MA;['reality'];['US'];1.0;6.1;166.0
2686;Age of Tanks;The history of the powerful weapon on land, the tank. Covers its entire history, from paper designs of the early-1900s to the beasts of the present day.;2017;TV-PG;['documentation', 'history'];['FR'];1.0;7.3;900.0
2688;Regiment Diaries;The Indian army is a family of several regiments, each of whom have their own history, identity, and glorious traditions. Regiment Diaries is a tale of the Indian Army - a living chronicle of events - told by the very men who follow the illustrious feats of their predecessors.;2018;TV-PG;['documentation'];[];2.0;8.6;84.0
2705;Ponysitters Club;A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.;2018;TV-Y;['family'];['US'];2.0;5.6;117.0
2712;REA(L)OVE;A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.;2018;TV-MA;['reality'];['JP'];1.0;6.5;220.0
2716;On Children;Adapted from the novel by author Wu Hsiao-Le, the series consists of five independent stories about parenting, as well as children's pressures of growing up, when faced with the tragic consequences of social pressure, parental oppression and family dysfunction. Each story is told in two parts in this ten-part series.;2018;Unknown;['drama', 'family', 'scifi'];['TW'];1.0;7.2;388.0
2720;The Sound of Your Heart: Reboot;"Based on the longest-running web-based comic series ""Ma Eum Ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family.";2018;Unknown;['comedy'];['KR'];2.0;5.9;136.0
2728;Cupcake & Dino - General Services;An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.;2018;TV-Y7;['animation', 'comedy', 'action', 'family'];['CA', 'BR'];2.0;7.5;694.0
2733;Best.Worst.Weekend.Ever.;Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.;2018;TV-PG;['comedy', 'family'];['US'];1.0;6.3;301.0
2737;Prince of Peoria;A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.;2018;TV-Y7;['comedy', 'family'];['US'];2.0;5.7;481.0
2743;Made in Mexico;These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.;2018;Unknown;['reality'];['US'];1.0;3.9;759.0
2754;Chicken Soup for the Soul's Being Dad;Unknown;2018;TV-PG;['reality'];[];1.0;Unknown;Unknown
2788;Bangkok Love Stories 2: Innocence;An eclectic group of men and women looking for romantic adventures in the dazzling Silom district of Bangkok. Age or profession are not a problem.;2018;Unknown;['drama', 'romance'];['TH'];1.0;6.6;202.0
2789;Treehouse Detectives;When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.;2018;TV-Y7;['animation'];[];3.0;7.6;92.0
2792;The Judgement;After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.;2018;Unknown;['drama', 'crime'];['TH'];1.0;7.1;97.0
2797;YG Future Strategy Office;Kpop star Seungri, BIGBANG youngest member, tries to lead a team of blumbing staff at YG's Future Strategy Office in this mockumentary sitcom.;2018;TV-MA;['comedy'];['KR'];1.0;6.7;209.0
2818;What She Put on the Table;Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.;2017;TV-14;['drama'];['TW'];1.0;7.3;30.0
2820;A Taiwanese Tale of Two Cities;A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.;2018;Unknown;['drama'];['TW'];2.0;6.1;159.0
2821;Learning Songs by Little Baby Bum: Nursery Rhyme Friends;Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more.;2017;TV-Y;['animation', 'family', 'music'];[];1.0;4.2;9.0
2825;Club de Cuervos Presents: The Ballad of Hugo Sánchez;Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.;2018;TV-MA;['comedy', 'drama'];['MX'];1.0;6.5;824.0
2828;Running Man;The fruit of the Soul Tree was the source of energy for civilization. However, many were blinded by its ultimate power which led to never-ending battles amongst the tribes. Desperate to put an end to these catastrophic wars, the leaders of each tribe finally reached a peace agreement that resulted in a competition. One player from each tribe, equipped with special watches and shields, compete against one another for a chance to win the Materion, the sacred fruit of the Soul Tree. And those brave contestants who strive to succeed in the competition are known as the Running man. There are seven representatives from each tribe in the competition. In different games, they either play against each other, split into teams or work together as one.;2017;Unknown;['comedy', 'animation'];['KR'];1.0;8.5;36.0
2832;Jimmy: The True Story of a True Idiot;In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.;2018;TV-MA;['drama', 'comedy'];['JP'];1.0;6.8;78.0
2838;A House of Blocks;Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.;2017;TV-MA;['drama', 'horror'];['TW'];1.0;2.3;137.0
2840;Droppin' Cash: Los Angeles;Ball out with your favorite artists and athletes in LA as they drop crazy cash on the stuff we all dream about.;2018;TV-MA;['reality'];[];2.0;3.4;117.0
2842;Loo Loo Kids Johny & Friends Musical Adventure;Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series. Watch all you want.;2018;TV-Y;[];['US'];1.0;Unknown;Unknown
2845;Baby Ballroom;Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.;2017;Unknown;['documentation'];[];2.0;7.7;206.0
2850;Justice: Qalb Al Adala;The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.;2017;TV-14;['drama', 'crime'];['US'];1.0;5.4;160.0
2857;Memories of Love;A young couple finds their love rekindled after being separated for ten years. Lu Fei, a seemingly perfect Prince Charming unexpectedly encounters the stubborn and rebellious young lady Xin Chen. Despite their clashing personalities, they find themselves drawn to one another and eventually fall in love. However, they later separate, and it is not until ten years later, when Lu Fei lets go of his newly burgeoning company overseas and returns to search for Xin Chen, that they rediscover the meaning of their love.;2018;TV-PG;['drama', 'romance'];['CN'];1.0;5.7;17.0
2858;A Boy Named Flora A;A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.;2017;TV-MA;['drama', 'comedy'];['TW'];2.0;7.9;323.0
2859;The Hollywood Masters;Personal. Provocative. Hollywood's greatest successes reveal the secrets behind their careers.;2017;TV-MA;['documentation'];['US'];3.0;7.2;87.0
2868;Dance & Sing With True;True and her friends are making music -- and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.;2018;Unknown;['family', 'animation'];['CA'];1.0;6.4;6.0
2869;The Could've-Gone-All-the-Way Committee;People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.;2018;TV-14;['comedy', 'drama'];['JP'];1.0;6.8;104.0
2872;Follow This;Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.;2018;TV-MA;['documentation'];['US'];3.0;4.9;711.0
2884;Pretty Man;It tells the love story of Lu Jin Nian and Qiao An Hao spanning 13 years. They first got to know each other in school, but later parted ways again due to some misunderstandings. Now, Jin Nian is the unapproachable king of the entertainment business while An Hao is a rookie in the same business. Fate lets Jin Nian and An Hao meet again and An Hao ends up becoming his fake wife.;2018;TV-14;['family'];['CN'];2.0;Unknown;Unknown
2965;True: Wonderful Wishes;Do-gooding True and Bartleby will go anywhere to make wishes come true -- from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!;2018;TV-Y;['animation'];['US'];1.0;Unknown;Unknown
2967;The Perfect Match;What do netizens know? Ting En (Chris Wu) is a celebrated chef whose fine-dining restaurant is a destination for food lovers from all over the world. When Ting En stumbles upon comments on the Internet from people who can’t afford to eat at his high-priced restaurant, they blow his mind. Netizens claim that the culinary creations made by Fen Qing (Ivy Shao) at the night market are just as satisfying as Ting En’s Michelin-worthy food. Determined to debunk such preposterous claims, Ting En goes to the night market to find Fen Qing and show her what true culinary talent really is. Whose cuisine will reign supreme? “The Perfect Match” is a 2017 Taiwanese drama series.;2017;TV-14;['drama', 'comedy'];['TW'];1.0;Unknown;Unknown
2970;Here to Heart;She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?;2018;TV-14;['drama', 'romance'];['CN'];1.0;7.5;225.0
2988;True: Magical Friends;The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!;2018;TV-Y;['animation'];['US'];1.0;Unknown;Unknown
2997;Little Singham;This animated series showcases the fun and thrilling adventures of Little Singham, a brave kid super-cop with lion powers, as he defends his town and the world from evil villains, scary mutants and even aliens .;2018;Unknown;['animation', 'action'];['IN'];2.0;3.5;99.0
3002;Luna Petunia Return to Amazia;Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends -- and a new pal from the Animal Empire.;2018;TV-Y;['animation'];['US'];2.0;4.8;47.0
3005;The Unknown Hitman: The Story of El Cholo Adrián;Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.;2017;TV-MA;['action', 'crime'];['MX'];2.0;6.6;145.0
3010;Life Plan A and B;Ru Wei and You Yan have a simple relationship. But in every simple relationship, there are many difficulties. They are not rich, but they try very hard to enjoy life. They are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. One day, Ru Wei has a 'lucky chance' in life. Her company wants to send her to Shanghai, with a promotion and higher pay. These two who are deeply in love cannot bear to have a long-distance relationship. With all the uncertainties in their future, can they still stand by each other?;2017;TV-PG;['drama'];['TW'];1.0;7.8;116.0
3015;The Honeymoon Stand Up Special;Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.;2018;Unknown;['comedy'];[];1.0;6.8;519.0
3021;Spiritual House;Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.;2017;TV-PG;[];['JP'];1.0;Unknown;Unknown
3027;Afronta!;Afronta invites contemporary black artists and thinkers to discuss representation, belonging, entrepreneurship, ancestrality and AFROFUTURISM through their experiences and personal histories. These reflections will contribute to the understanding of how the Brazilian black community is creating a network to promote the autonomy to change our reality of today, while inventing one for tomorrow.;2017;TV-PG;['documentation'];['BR'];1.0;7.4;8.0
3030;Highland: Thailand's Marijuana Awakening;Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.;2017;TV-MA;['documentation'];['US'];1.0;6.2;24.0
3042;The Umbrella Academy;A family of former child heroes, now grown apart, must reunite to continue to protect the world.;2019;TV-14;['comedy', 'drama', 'fantasy', 'scifi', 'action'];['US'];3.0;8.0;230211.0
3043;The Secret of Skinwalker Ranch;A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.;2020;TV-PG;['horror', 'reality', 'thriller', 'documentation'];['US'];3.0;6.0;2625.0
3044;Virgin River;After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.;2019;TV-14;['drama', 'romance'];['US'];4.0;7.4;36459.0
3046;Demon Slayer: Kimetsu no Yaiba;It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.;2019;TV-MA;['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller'];['JP'];3.0;8.7;93604.0
3047;Love, Death & Robots;Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.;2019;TV-MA;['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action'];['US'];3.0;8.4;131937.0
3048;In the Dark;Murphy is a flawed and irreverent woman who just happens to be blind and is the only “witness” to the murder of her drug-dealing friend, Tyson. When the police dismiss her story, she sets out with her dog, Pretzel, to find the killer while also managing her colorful dating life and the job she hates at Breaking Blind — the guide-dog school owned by her overprotective parents.;2019;TV-14;['drama', 'comedy', 'action', 'crime', 'horror'];['US'];4.0;7.5;11409.0
3049;Vinland Saga;For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.;2019;TV-MA;['animation', 'action', 'drama', 'war', 'history'];['JP'];2.0;8.8;32535.0
3050;Tuca & Bertie;Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.;2019;TV-MA;['comedy', 'animation'];['US'];3.0;7.3;7023.0
3051;Russian Doll;Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.;2019;TV-MA;['comedy', 'drama'];['US'];2.0;7.8;91649.0
3052;Jurassic World: Camp Cretaceous;Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.;2020;TV-PG;['action', 'animation', 'scifi', 'family'];['US'];5.0;7.5;8022.0
3053;The Witcher;Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.;2019;TV-MA;['scifi', 'action', 'horror', 'drama', 'fantasy'];['US'];2.0;8.2;472202.0
3054;Bridgerton;Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.;2020;TV-MA;['drama', 'history', 'romance'];['US'];4.0;7.3;129085.0
3055;Control Z;When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.;2020;TV-MA;['drama', 'thriller'];['MX'];3.0;6.9;8895.0
3056;After Life;Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.;2019;TV-MA;['comedy', 'drama'];['GB'];3.0;8.4;129243.0
3058;Surviving R. Kelly;Celebrated as one of the greatest R&B singers of all time, R. Kelly’s genre defining career and playboy lifestyle has been riddled with rumors of abuse, predatory behavior, and pedophilia. Despite damning evidence and multiple witnesses, to date, none of these accusations have seemingly affected him. For the first time ever, survivors and people from R. Kelly’s inner circle, are coming forward with new allegations about his sexual, mental, and physical abuse. They are now finally ready to share their full story and shed light on the secret life the public has never seen.;2019;TV-14;['documentation', 'crime', 'music'];['US'];2.0;7.5;4906.0
3059;Are You Afraid of the Dark?;Each season of this horror anthology series follows a different group of kids, members of the Midnight Society, as they discover terrifying curses and creatures.;2019;TV-PG;['thriller', 'horror', 'family', 'drama', 'fantasy'];['US'];3.0;7.0;2216.0
3060;The UnXplained;The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.;2019;TV-14;['documentation'];['US'];4.0;7.1;1011.0
3061;The Queen's Gambit;In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.;2020;TV-MA;['drama', 'sport'];['US'];1.0;8.6;420100.0
3062;Roswell, New Mexico;After reluctantly returning to her tourist-trap hometown of Roswell, New Mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officer—he’s an alien who has kept his unearthly abilities hidden his entire life. She protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on Earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance.;2019;TV-14;['scifi', 'drama', 'romance'];['US'];4.0;6.1;12343.0
3063;Sex Education;Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.;2019;TV-MA;['drama', 'comedy'];['GB'];4.0;8.3;251168.0
3064;Dead to Me;A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.;2019;TV-MA;['thriller', 'crime', 'drama', 'comedy'];['US'];2.0;8.0;74989.0
3065;Capitani;In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.;2019;TV-MA;['crime', 'drama', 'thriller'];['LU'];2.0;6.6;4912.0
3066;I Think You Should Leave with Tim Robinson;There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.;2019;TV-MA;['comedy'];['US'];3.0;7.9;11900.0
3067;Formula 1: Drive to Survive;Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.;2019;TV-MA;['documentation', 'sport'];['GB'];6.0;8.6;38345.0
3068;The Last Dance;A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.;2020;TV-MA;['documentation', 'history', 'sport'];['US'];1.0;9.1;115915.0
3069;Locke & Key;Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.;2020;TV-14;['drama', 'thriller', 'scifi', 'horror', 'fantasy'];['US'];3.0;7.4;72031.0
3070;Outer Banks;A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.;2020;TV-MA;['thriller', 'action', 'drama', 'romance', 'crime'];['US'];2.0;7.5;45815.0
3071;Emily in Paris;When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.;2020;TV-MA;['drama', 'comedy', 'romance'];['US'];2.0;6.9;86631.0
3073;Unbelievable;A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.;2019;TV-MA;['drama', 'crime'];['US'];1.0;8.4;98384.0
3074;Kingdom;In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.;2019;TV-MA;['action', 'scifi', 'thriller', 'history', 'drama', 'horror'];['KR'];2.0;8.3;44874.0
3077;Blown Away;A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.;2019;TV-PG;['reality', 'comedy', 'history', 'documentation'];['CA'];3.0;7.1;3034.0
3078;Marianne;When a novelist realizes her terrifying stories are coming true, she returns to her hometown to face the demons from her past that inspire her writing.;2019;TV-MA;['thriller', 'drama', 'horror'];['FR'];1.0;7.4;14895.0
3079;Space Force;A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.;2020;TV-MA;['comedy'];['US'];2.0;6.7;63379.0
3080;Love on the Spectrum;"Seven singles take their first steps into the world of dating; this uplifting four-part documentary follows young adults on the autism spectrum as they explore the unpredictable world of love and relationships.";2019;TV-14;['reality', 'romance', 'documentation'];['AU'];2.0;8.6;5846.0
3081;Never Have I Ever;The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.;2020;TV-14;['comedy', 'drama'];['US'];4.0;7.8;47000.0
3083;The Stranger;A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.;2020;TV-MA;['thriller', 'crime', 'drama'];['GB'];1.0;7.3;48298.0
3086;The Promised Neverland;"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage — a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.";2019;TV-MA;['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy'];['JP'];2.0;8.3;36018.0
3088;Dracula;Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.;2020;TV-MA;['drama', 'action', 'thriller', 'fantasy', 'horror'];['GB'];1.0;6.8;45971.0
3091;The Comey Rule;An immersive, behind-the-headlines account of the historically turbulent events surrounding the 2016 presidential election and its aftermath, which divided a nation. This two-part biopic tells the story of two powerful figures, Comey and Trump, whose strikingly different personalities, ethics and loyalties put them on a collision course.;2020;TV-MA;['war', 'drama'];['US'];1.0;7.4;8829.0
3093;Black Summer;In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.;2019;TV-MA;['scifi', 'thriller', 'action', 'drama', 'horror'];['US'];2.0;6.5;29318.0
3096;The Daily Life of the Immortal King;As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…;2020;TV-14;['scifi', 'animation', 'comedy', 'action', 'fantasy'];['CN'];2.0;7.2;1331.0
3102;Alice in Borderland;A group of bored delinquents are transported to a parallel dimension as part of a survival game.;2020;TV-MA;['action', 'drama', 'scifi', 'thriller', 'fantasy'];['JP'];2.0;7.6;49446.0
3103;The Dark Crystal: Age of Resistance;Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.;2019;TV-PG;['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action'];['US', 'GB'];1.0;8.4;24419.0
3104;When They See Us;Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.;2019;TV-MA;['drama', 'crime', 'history'];['US'];1.0;8.9;116560.0
3106;The Haunting of Bly Manor;After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.;2020;TV-MA;['thriller', 'drama', 'scifi', 'horror'];['US'];1.0;7.3;99047.0
3109;Sweet Magnolias;Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.;2020;TV-14;['drama', 'romance'];['US'];2.0;7.3;17689.0
3113;Warrior Nun;After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.;2020;TV-MA;['action', 'drama', 'scifi', 'fantasy'];['US'];2.0;6.8;30243.0
