;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
6114;No Greater Love;No Greater Love explores a combat deployment through the eyes of an Army chaplain, as he and his men fight their way through a hellish tour in one of the most dangerous places in Afghanistan and then as they struggle to reintegrate home.;2017;Unknown;94;['documentation'];['US', 'AF'];7.6;207.0;Amazon Prime
9448;Apollo: Missions to the Moon;The Apollo space program: 12 manned-missions, one impossible goal. With rare archival footage and audio, this remarkable documentary sheds new light on an incredible time in human history.;2019;Unknown;94;['documentation', 'history'];['US'];7.6;465.0;Disney+
12190;Saladin the Victorious;Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.;1963;Unknown;186;['action', 'drama', 'war', 'history', 'romance'];['EG'];7.6;2508.0;Netflix
14826;The Crystal Calls - Making The Dark Crystal: Age of Resistance;Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.;2019;Unknown;83;['documentation'];['US'];7.6;534.0;Netflix
14340;The Boy Who Harnessed the Wind;Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.;2019;Unknown;113;['drama', 'history'];['US', 'MW', 'GB'];7.6;37527.0;Netflix
9345;Incredibles 2;Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.;2018;PG;118;['action', 'animation', 'scifi', 'comedy', 'family'];['US'];7.6;285154.0;Disney+
9852;What's Up, Doc?;The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.;1972;G;93;['comedy'];['US'];7.6;23692.0;HBO Max
10453;The Bridges of Madison County;Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.;1995;PG-13;135;['romance', 'drama', 'european'];['US'];7.6;79902.0;HBO Max
1679;The Racing Scene;The story of James Garner's year with his racing team, from the time he bought the car, and assembled his team through Mexico, England, Florida and Canada.;1969;G;90;['documentation'];['US'];7.6;98.0;Amazon Prime
10454;Three Colors: White;Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.;1994;R;91;['comedy', 'drama', 'european', 'romance'];['PL', 'FR'];7.6;72100.0;HBO Max
14406;Nate Bargatze: The Tennessee Kid;Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.;2019;Unknown;60;['comedy'];['US'];7.6;1835.0;Netflix
5006;Brad Williams: Daddy Issues;In this hilarious new comedy special, stand-up Brad Williams tackles race and political correctness, as well as how his father raised him to deal with adversity.;2016;Unknown;61;['comedy'];['US'];7.6;207.0;Amazon Prime
10173;Blood Simple;The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.;1984;R;96;['crime', 'thriller', 'drama'];['US'];7.6;95352.0;HBO Max
10469;Only Yesterday;It’s 1982, and Taeko is 27 years old, unmarried, and has lived her whole life in Tokyo. She decides to visit her family in the countryside, where she begins to reconnect to forgotten longings. In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.;1991;PG;119;['romance', 'animation', 'drama'];['JP'];7.6;30768.0;HBO Max
9343;Guardians of the Galaxy Vol. 2;The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.;2017;PG-13;136;['scifi', 'comedy', 'action'];['US'];7.6;649516.0;Disney+
5698;Sharkwater Extinction;Discovering that sharks are being hunted to extinction, and with them the destruction of our life support system - activist and filmmaker Rob Stewart embarks on a dangerous quest to stop the slaughter. Following the sharks - and the money - into the elusive pirate fishing industry, Stewart uncovers a multi-billion dollar scandal that makes us all accomplices in the greatest wildlife massacre ever known.;2018;Unknown;90;['documentation'];['CA'];7.6;1048.0;Amazon Prime
10197;Lethal Weapon;Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.;1987;R;110;['action', 'thriller', 'crime'];['US'];7.6;253863.0;HBO Max
2817;When You're Strange;The creative chemistry of four brilliant artists —drummer John Densmore, guitarist Robby Kreiger, keyboardist Ray Manzarek and singer Jim Morrison— made The Doors one of America's most iconic and influential rock bands. Using footage shot between their formation in 1965 and Morrison's death in 1971, it follows the band from the corridors of UCLA's film school, where Manzarek and Morrison met, to the stages of sold-out arenas.;2010;R;86;['documentation', 'music'];['US'];7.6;9747.0;Amazon Prime
13056;What Happened, Miss Simone?;The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.;2015;Unknown;101;['music', 'documentation'];['US'];7.6;13872.0;Netflix
9394;The Flood;Surrounded by the unforgiving Kalahari Desert, the Okavango Delta is a lush, vibrant oasis that pulses with life each year as the great flood rejuvenates the land with the return of water. Witness how incredible animals – like leopards, elephants, lions, hippos and more – adapt to this unpredictable and changing landscape. When the lands are flooded, the Okavango Delta is both a sanctuary and a trap, giving and taking life in equal measure. Then, like a living, breathing ecosystem, the waters soon recede and life becomes about one thing – survival. The fate of the tens of thousands of animals that live in this place of spectacular natural drama is at stake.;2018;PG;88;['documentation'];['US'];7.6;173.0;Disney+
2764;Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?);"The documentary explores the enigmatic life and music of Harry Nilsson in an attempt to answer the question, ""Who is Harry Nilsson?"" The film includes new and archive audio and film including interviews with Robin Williams, Yoko Ono, Van Dyke Parks, Randy Newman, Ray Cooper, the Smothers Brothers, and Micky Dolenz. ""Who is Harry Nilsson?"" uses promotional films, music videos, and home movies; segments from the unreleased documentary made during the recording of Son of Schmilsson (Did Somebody Drop His Mouse?); and excerpts from Nilsson's rare TV appearances in his BBC specials, the ""Smothers Brothers Comedy Hour"", ""Playboy After Dark"", and in an episode of ""The Ghost and Mrs. Muir"".";2010;Unknown;116;['documentation', 'music'];['US'];7.6;1691.0;Amazon Prime
4703;Train to Busan;Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…;2016;Unknown;118;['thriller', 'action', 'horror'];['KR'];7.6;208700.0;Amazon Prime
14350;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;Part documentary, part concert film, part fever dream, this film captures the troubled spirit of America in 1975 and the joyous music that Dylan performed during the fall of that year.;2019;Unknown;142;['documentation', 'music', 'history'];['US'];7.6;6730.0;Netflix
2762;Bloody Sunday;The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.;2002;R;107;['drama', 'european', 'history', 'war'];['IE', 'GB'];7.6;24510.0;Amazon Prime
972;Escape From Alcatraz;San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.;1979;PG;113;['thriller', 'action', 'crime', 'drama'];['US'];7.6;131274.0;Amazon Prime
9382;Into the Okavango;A passionate conservation biologist brings together a river bushman fearful of losing his past and a young scientist uncertain of her future on an epic, four-month expedition across three countries, through unexplored and dangerous landscapes, in order to save the Okavango Delta, one of our planet's last pristine wildernesses.;2018;PG;94;['documentation'];['US'];7.6;425.0;Disney+
9378;Howard;Though legendary lyricist Howard Ashman died far too young, his impact on Broadway, movies, and the culture at large were incalculable. Told entirely through rare archival footage and interviews with Ashman’s family, friends, associates, and longtime partner Bill Lauch, Howard is an intimate tribute to a once-in-a-generation talent and a rousing celebration of musical storytelling itself.;2018;Unknown;93;['documentation', 'music'];['US'];7.6;1091.0;Disney+
10185;Mad Max 2: The Road Warrior;Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.;1981;R;91;['thriller', 'scifi', 'action'];['AU'];7.6;177360.0;HBO Max
962;The Warriors;Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.;1979;R;93;['thriller', 'crime', 'action'];['US'];7.6;101090.0;Amazon Prime
10416;Happy Together;A gay couple takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.;1997;PG-13;96;['romance', 'comedy', 'drama'];['JP', 'AR', 'HK'];7.6;16.0;HBO Max
9363;Science Fair;Filmmakers follow nine high school students from around the globe as they compete at an international science fair. Facing off against 1,700 of the smartest teens from 78 countries, only one will be named Best in Fair.;2018;PG;90;['documentation', 'action', 'scifi'];['US'];7.6;584.0;Disney+
10475;Europa;Postwar Germany, 1945. Leopold Kessler, an American of German descent, works as a sleeping car conductor for the Zentropa railway line. When he meets Katharina Hartmann, the railroad owner's daughter, and they fall in love, his life intersects with the dark and violent path of a mysterious organization opposed to the United States army military occupation.;1991;R;113;['drama', 'european', 'thriller'];['SE', 'DK', 'FR', 'DE'];7.6;21175.0;HBO Max
15516;Untold: Breaking Point;Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.;2021;R;79;['documentation', 'sport'];['US'];7.6;2490.0;Netflix
10483;Buena Vista Social Club;In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.;1999;G;105;['documentation', 'music', 'european'];['DE', 'CU', 'US', 'FR', 'GB'];7.6;19178.0;HBO Max
3325;9/11 Phone Calls from the Towers;Trapped in The Twin Towers on September 11th, thousands of ordinary people struggled to make contact with the outside world. Many knew that time was ticking away. These recorded messages and private calls are the most powerful legacy to the families left behind. Often full of love and dignity they depict humanity at its best and most resourceful in the face of evil.;2009;Unknown;73;['documentation'];['US'];7.6;309.0;Amazon Prime
9654;Häxan;Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.;1922;Unknown;105;['horror', 'european', 'documentation', 'fantasy', 'history'];['SE'];7.6;14108.0;HBO Max
5613;Dirtbag: The Legend of Fred Beckey;"Fred Beckey is the legendary American ""Dirtbag"" mountaineer whose name is spoken in hushed tones around campfires. This rebel climber's pioneering ascents and lifestyle form an iconic legacy that continues to inspire generations.";2017;Unknown;96;['documentation', 'sport', 'history'];['US'];7.6;421.0;Amazon Prime
9278;Moana;In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.;2016;PG;107;['action', 'comedy', 'family', 'animation', 'fantasy'];['US'];7.6;316171.0;Disney+
2777;Evangelion: 1.0 You Are (Not) Alone;"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series. The film was retitled ""Evangelion: 1.01"" for its home video version and ""Evangelion: 1.11"" for a release with additional scenes.";2007;PG-13;101;['drama', 'action', 'scifi', 'animation'];['JP'];7.6;23175.0;Amazon Prime
7465;The Days of Noah: Judgment Hour;"The physical evidence left behind warns us of another judgment to come, but when? The second film in THE DAYS OF NOAH series, ""Judgment Hour,"" answers this question. Just before the Flood, Noah gave a judgment hour message to the world and likewise, a prophecy foretold at the end of time another message would go forth to the world declaring ""the hour of His judgment is come."" (Rev 14:6) As the judgment hour message proclaimed by Noah invited the people to find mercy and refuge in the Ark, so too, this judgment hour message for the last generation contains the instructions whereby man might find mercy and refuge in the last Ark before the destruction of the world by fire.";2019;Unknown;89;['documentation'];['US'];7.6;23.0;Amazon Prime
998;A Fistful of Dynamite;At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.;1971;PG;157;['western', 'european', 'drama', 'war'];['ES', 'IT'];7.6;34186.0;Amazon Prime
10585;Goodnight Moon & Other Sleepytime Tales;"Margaret Wise Brown and Clement Hurd's bestselling children's book headlines this winning 25-minute collection of sleepytime tales from HBO. Susan Sarandon narrates the simple story of a bunny readying for bed. Other top entertainers lend their voices to the tape: Tony Bennett sings the story of ""Hit the Road to Dreamland""; Lauryn Hill brings rhythm to ""Hush, Little Baby"" (the best segment); Billy Crystal lends many voices to Mercer Mayer's ""There's a Nightmare in My Closet""; and singers Natalie Cole, Aaron Neville, and Patti LeBelle sing other tales. A dandy video for the youngster, punctuated with ""interviews"" of real kids answering a host of bedtime questions. --Doug Thomas";1999;Unknown;27;['family', 'animation', 'fantasy'];['US'];7.6;69.0;HBO Max
10590;Harry Potter and the Philosopher's Stone;Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.;2001;PG;153;['fantasy', 'action', 'family'];['GB', 'US'];7.6;752170.0;HBO Max
12928;Free to Play;Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.;2014;Unknown;75;['documentation', 'action'];['US', 'CN', 'DE', 'SG', 'UA'];7.6;13341.0;Netflix
10334;My Cousin Vinny;Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!;1992;R;120;['crime', 'comedy'];['US'];7.6;121397.0;HBO Max
4966;Lift;Sean's vicious attack leaves a man unconscious and him stranded in an elevator with five others. In the confines of the lift, love has a chance of blossoming - violence has a chance of erupting - Sean has little chance of escape. With his freedom hanging in the balance can the people who fear him offer him one last chance of redemption?;2016;Unknown;76;['drama', 'comedy'];['IE'];7.6;62.0;Amazon Prime
13000;Hell or High Water;A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.;2016;R;102;['thriller', 'western', 'action', 'crime', 'drama'];['US'];7.6;227350.0;Netflix
10566;Indictment: The McMartin Trial;"The McMartin family's lives are turned upside down when they are accused of serious child molestation. The family run a school for infants. An unqualified child cruelty ""expert"" videotapes the children describing outrageous stories of abuse. One of the most expensive and long running trials in US legal history, exposes the lack of evidence and unprofessional attitudes of the finger pointers which kept one of the accused in jail for over 5 years without bail.";1995;R;135;['drama', 'thriller'];['US'];7.6;3450.0;HBO Max
6059;Un Regalo Esencial;It is the year 2025, and Alejandro tells his grandson Josue a story from a book that he is reading about a singer and a dancer who fell in love in 1985, but love represents much more than only sharing life together.;2018;Unknown;107;['drama', 'romance', 'comedy'];['CR'];7.6;50.0;Amazon Prime
14338;This Changes Everything;An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.;2019;PG;97;['documentation'];['US'];7.6;1580.0;Netflix
15718;Emicida AmarElo Live in Sao Paulo;To the beat of his avant-garde and eclectic rhythms, Brazilian rapper Emicida performs hits from his album AmarElo at the São Paulo Municipal Theater.;2021;Unknown;99;['documentation', 'music'];['BR'];7.6;44.0;Netflix
3071;Mike Birbiglia: What I Should Have Said Was Nothing;"Mike says, ""A few years ago my therapist suggested I keep a journal of all the crazy things that were going on in my life, so that I could keep things in perspective. Around the same time audiences were demanding more material, and I realized that other people might enjoy these stories-so I started sending them out to my mailing list. Now, my Secret Public Journal has become a Comedy Central special and DVD for all the world to see. Not sure this is what my therapist had in mind.""";2008;Unknown;60;['comedy'];['US'];7.6;1789.0;Amazon Prime
7401;Québexit;Québexit is a multi-lingual (English, French, Cree) ensemble political comedy: when a transnational pipeline leads to a successful third Québec sovereignty referendum, a small road at the Québec-New Brunswick border becomes a lighting rod of conflict between the new Québec military, the Canadian Armed Forces and two indigenous women who traverse the border frequently.;2020;PG-13;80;['comedy', 'drama'];['CA'];7.6;19.0;Amazon Prime
13099;Bert Kreischer: The Machine;Storyteller Bert Kreischer expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.;2016;Unknown;70;['comedy'];['US'];7.6;1555.0;Netflix
13106;For the Love of Spock;The life of Star Trek's Mr. Spock — as well as that of Leonard Nimoy, the actor who played Mr. Spock for almost fifty years —written and directed by his son, Adam.;2016;Unknown;105;['documentation'];['US', 'CA'];7.6;4349.0;Netflix
3199;Mountain Patrol;A moving true story about volunteers protecting antelope against poachers in the severe mountains of Tibet.;2004;PG-13;85;['drama', 'action'];['CN', 'HK'];7.6;5074.0;Amazon Prime
1387;High, Wild and Free;Producer/director Gordon Eastman takes his two sons on a journey to the wilds of British Columbia fishing, hunting, canoeing down miles of wild water, living with Indians and trapping beaver.;1968;Unknown;105;['documentation', 'family'];['US', 'CA'];7.6;40.0;Amazon Prime
11214;The Invisible War;An investigative and powerfully emotional documentary about the epidemic of rape of soldiers within the US military, the institutions that perpetuate and cover up its existence, and its profound personal and social consequences.;2012;Unknown;93;['drama', 'documentation', 'crime', 'european'];['US'];7.6;6907.0;HBO Max
4066;Eddie Griffin: You Can Tell 'Em I Said It;Eddie Griffin proves once more that he’s one of the world’s premiere comedic talents in his brand-new stand-up special You Can Tell ‘Em I Said It. Eddie unapologetically rips into everything from racial stereotypes to Viagra to the First Lady and will leave you gasping for air as he buzzes around the stage and literally climbs the walls. This uncut, uncensored stand-up special live from Oakland, California will keep you laughing long after he exits the stage and coming back to watch it again and again.;2011;Unknown;82;['comedy', 'documentation'];['US'];7.6;547.0;Amazon Prime
4198;Antarctica: A Year on Ice;Filling the giant screen with stunning time-lapse vistas of Antarctica, and detailing year-round life at McMurdo and Scott Base, Anthony Powell’s documentary is a potent hymn to the icy continent and the heavens above.;2013;PG;92;['drama', 'documentation'];['NZ'];7.6;3498.0;Amazon Prime
15280;Norm Macdonald: Nothing Special;In his final comedy special, Norm Macdonald ponders casinos, cannibalism, living wills and why you have to be ready for whatever life throws your way, all done in front of a camera, without an audience, and in one take. After his set, Norm's friends and fellow comics gather to salute him.;2022;R;87;['comedy', 'documentation'];['US'];7.6;1466.0;Netflix
2396;The Boys of St. Vincent;The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.;1992;Unknown;93;['drama'];['CA'];7.6;1748.0;Amazon Prime
4816;Tab Hunter Confidential;In the 1950s, Tab Hunter was number one at the box office and number one on the music charts and was Hollywood’s most sought-after young star. Natalie Wood, Debbie Reynolds and Sophia Loren were just a few of the actresses he was romantically linked to. He was America’s Boy Next Door and nothing, it seemed, could damage Tab Hunter’s career. Nothing, that is, except for the fact that Tab Hunter was secretly gay. Now, the secret is out.;2015;PG-13;90;['documentation'];['US'];7.6;3505.0;Amazon Prime
12455;Gifted Hands: The Ben Carson Story;Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.;2009;Unknown;86;['drama'];['US'];7.6;10881.0;Netflix
8616;The Jungle Book;"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.";1967;G;78;['animation', 'fantasy', 'comedy', 'family'];['US'];7.6;176762.0;Disney+
11232;Gloria: In Her Own Words;Feminist icon Gloria Steinem is interviewed by Peter Kunhardt as she discusses her childhood, her career, the women's movement, and her personal life;2011;Unknown;61;['documentation'];['US'];7.6;168.0;HBO Max
4029;Gold Fools;When a successful family man gets laid off, he leads his friends on a gold panning expedition in the mountains of Sonora, oblivious to what lurks where the water runs real deep.;2012;Unknown;80;['drama', 'family'];['US'];7.6;47.0;Amazon Prime
11238;The Loving Story;This documentary film tells the dramatic story of Richard and Mildred Loving, an interracial couple living in Virginia in the 1950s, and their landmark Supreme Court Case, Loving v. Virginia, that changed history.;2011;Unknown;77;['drama', 'history', 'romance', 'documentation'];['US'];7.6;870.0;HBO Max
5351;Wild Window: Bejeweled Fishes;Bejeweled Fishes captures the spectacular beauty of the myriad fishes inhabiting coral reefs of the Tropical and Eastern Pacific. This Wild Window was captured in the Maldives Islands, Fiji, the Philippines, Mexico, California, and Indonesia.;2016;Unknown;55;['documentation'];['US'];7.6;31.0;Amazon Prime
11248;One Nation Under Dog;.Americans have had a long love affair with dogs, with many of us referring to our canine companions as best friends, significant others, soul mates, even children. But lost amidst all the pampering and pedestaling are hard and often tragic truths surrounding dog ownership, care and commerce, not to mention the daunting odds continuing to face millions of unwanted shelter dogs. Divided into three parts – “Fear,” “Loss” and “Betrayal” – this 73-minute documentary is comprised of eight case studies that probe the complicated and conflicted relationship we have with canines. Collectively, the segments reveal the sobering realities behind our relationship with dogs, showing not only how far some dog lovers will go for their pets, but how far we as nation have to go in order to treat all dogs humanely.;2012;Unknown;73;['documentation'];['US'];7.6;247.0;HBO Max
15271;The Mitchells vs. the Machines;A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.;2021;PG;109;['comedy', 'family', 'scifi', 'animation'];['US'];7.6;103825.0;Netflix
8601;The Muppet Movie;A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!;1979;G;97;['comedy', 'family'];['US'];7.6;35677.0;Disney+
11612;The Cold Blue;A meditation on youth, war and stunning bravery, featuring footage, taken from the National Archives, from the documentary filmed in 1943 by legendary Hollywood director William Wyler about the famous Memphis Belle flying fortress and the gripping narration from some of the last surviving B-17 pilots.;2018;Unknown;74;['war', 'documentation'];['US'];7.6;814.0;HBO Max
14251;The Social Dilemma;This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.;2020;PG-13;94;['drama', 'documentation'];['US'];7.6;80916.0;Netflix
6326;The Wake Up Call Movie;The Wake Up Call is a faith-based film inspired by real life choices and conflicts of Christians today. Stacy is a young woman who was born and raised in church, and greatly involved while living a double life. Frank, her boyfriend, is from the streets. Stacy spends most of her Sunday mornings praying for Frank to attend church services with her. Her prayers are finally answered, but her life is turned upside down. Be careful what you pray for because God just might give it to you.;2018;Unknown;108;['comedy'];['US'];7.6;11.0;Amazon Prime
4036;The Perfect Victim;"For over thirty years, three women have languished in Missouri State prison under unjust sentences for killing their abusive husbands. Denied the opportunity to enter the abuse into evidence, each of the women represents a system broken by outdated and media-sensationalized stereotypes. When a greater understanding of the ""battered"" syndrome change legal practices in 2000, Missouri's Governor crafts a new law demanding the parole board reevaluate each woman's case.";2012;PG-13;82;['documentation', 'crime', 'drama'];['US'];7.6;70.0;Amazon Prime
12366;Sherlock Holmes;Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.;2009;PG-13;129;['crime', 'thriller', 'action'];['AU', 'DE', 'GB', 'US'];7.6;625708.0;Netflix
11653;I Am Evidence;The modern criminal justice system is hindered by the fact that countless rape kits remain untested in police evidence storage facilities across the United States. Only eight states currently have laws requiring mandatory testing of rape kits.;2017;Unknown;89;['documentation'];['US'];7.6;655.0;HBO Max
9999;The Bitter Tears of Petra von Kant;Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.;1972;Unknown;125;['drama', 'european', 'romance'];['DE'];7.6;9610.0;HBO Max
12367;Love Actually;'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.;2003;R;135;['drama', 'comedy', 'romance'];['GB', 'US'];7.6;476101.0;Netflix
12370;The Blind Side;The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.;2009;PG-13;129;['drama', 'sport'];['US'];7.6;327675.0;Netflix
8732;The Little Mermaid;This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.;1989;G;83;['fantasy', 'comedy', 'family', 'romance', 'animation'];['US'];7.6;255687.0;Disney+
9691;The Naked City;The Naked City portrays the police investigation that follows the murder of a young model. A veteran cop is placed in charge of the case and he sets about, with the help of other beat cops and detectives, finding the girl's killer.;1948;Unknown;96;['crime', 'thriller', 'drama'];['US'];7.6;13538.0;HBO Max
11134;The Music in Me: A Family Special;HD. Kids from all over the U.S. and from diverse cultural backgrounds perform the music they love in this refreshing family special.;2007;Unknown;30;['documentation'];['US'];7.6;17.0;HBO Max
11141;Habla y Habla;Unknown;2006;Unknown;28;['documentation'];['US'];7.6;6.0;HBO Max
12653;Rabun;It tells a story about a free-spirited older couple, Pak Atan and Mak Inom who decide to spend more time in the country after getting tired of city life. But they find that life in the old village isn't a good thing when they get cheated by a distant relative, Yem, out of some money. They cut him off and Yem plots revenge. Meanwhile, in the city, the couple's daughter Orked is being wooed by a young gentleman,;2003;Unknown;90;['drama', 'family'];['MY'];7.6;85.0;Netflix
1982;Do You Remember Dolly Bell?;A young man grows up in Sarajevo in the 1960s, under the shadow of his good, but ailing father, and gets attracted by the world of small-time criminals.;1981;Unknown;107;['romance', 'comedy', 'drama'];['YU'];7.6;6251.0;Amazon Prime
14558;Athlete A;Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.;2020;PG-13;104;['documentation', 'crime', 'sport'];['US'];7.6;10861.0;Netflix
13676;The Bleeding Edge;Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?;2018;Unknown;99;['documentation'];['US'];7.6;2720.0;Netflix
8416;Unsurety;Suspecting her long time boyfriend of cheating on her again, Olivia has had enough and is ready to cut ties. As she embarks on the single life yet again, an old college flame, Corey, reinters her life unexpectedly. Corey, an NFL player is ready to settle down and find 'the one' has Olivia in his sights and will do whatever it takes to make her his lady. Realizing she is not ready to rekindle a relationship with him she slows things down so she can focus on herself and her family. Who is sleeping with who and when are the plaguing questions throughout the movie. Twists and turns will ultimately prove we don't know as much as we think we know. Through laughs and tears this movie will touch on life, family, friends and ties that bond.;2021;Unknown;105;['drama', 'romance'];['US'];7.6;15.0;Amazon Prime
11399;Gasland Part II;Two years ago, Josh Fox introduced us to hydraulic fracturing with his Oscar®-nominated exposé Gasland. Now this once-touted energy source has become a widely discussed, contentious topic. In his follow-up, Fox reveals the extreme circumstances facing those affected by fracking, from earthquakes to the use of federal anti-terror psychological operations tactics. Gasland Part II is the definitive proof that issues raised by fracking cannot be ignored for long.;2013;Unknown;125;['documentation'];['US'];7.6;1677.0;HBO Max
